start	end	text
422900	452900	भायो बैनो अभी अभी, अभी अभी कल राहूल बाबा आए थी, मोदी जी को अप्मानित करने के लिए कुछ सब्द बोलें, मगर उन्होंने, मोदी जी को अप्मानित करतें करतें छट मैया का अप्मान किया हैं, उन्होंने कहा, छट मैया की पुजा करने वाले नोटंकी क
452900	469100	राहुल बाबा आप क्या समझो छट मैया का महत्व छट मैया के प्रती पुरे देश की स्रद्धा आप नहीं समझ पाओगे आपकी माता जी भी नहीं समझ पाएगी
469100	488640	छट मैया का अपमान करने का बदला इस बार बिहार का एक एक वाटर देगा और मोदी जी के लिए अब सब्द बोलते हो जरा इतियास उठा कर देख लो जितनी जितनी वार
488640	505680	मोदी जी के लिए कॉंग्रेस के नेताओं ने अब सब्द किये कॉंग्रेस का सुपड़ा साफ हो गया है सुपड़ा साफ हो और राहुल बाबा आप मान कर चलना
505680	524640	आपके कारेकर्दाओं ने मोदी जी की माता जी को अपमानित किया आपने मोदी जी के लिए अब सब्द कहे और आपने छट मईया का अपमान किया है
524640	540120	यह बिहार है बिहार जब चौदा तारीक को डबे खुलेंगे दूर दूर तक गट बंदन साफ हो जाए
540120	555320	और भाईयों वेनों जो विजए जुलूस दिकलेगा वो विजए जुलूस लखी सराइखे गुलाल से ही गुलाबी हो जाएगा
555980	569940	लखी सराइखा गुलाल पूरे बिहार को गुलाबी करेगा जब फीर से एकमार Nडिय की सरकार बनेगे
569940	584560	भारतिय जन्ता पार्टी ने हमने एक कार्यकर्टा के रूप में यहाँ विजय सिनाजी को भेजा था, मैं तो आपका धन्यवाद करने आया हूँ,
584560	612780	लखी सरायवालो, मैं कह कर जाता हूँ, फिर से विजय बाबू को विदायक बनादो, हम उनको बड़ा आदमी बनाने का काम करेंगे.
614560	639100	भाईयों बेहनों ये चुनाओ ये चुनाओ विक्सीत बिहार बनाने का चुनाओ ये किसानों की बात करते हैं विजय जी जब कुरुशी मंत्री थे बहड़िया में उन्होंने दलहन विकास केंद्र सापित किया कोल शोलेज और गोदाम बनाए
639100	662920	अलसी कुरुशी फाम में सीड हब का निर्मान कराया और सेंटर फॉर एक्सेलेशन भी बनाया और आज मैं आपको बताने आया हूं ये लालू राबडी राहुल जी गुमते हैं भाईयों बेनों धान का MSP का दाम
662920	673920	2014 में तेरा सो दस रुपया था तेरा सो दस कितना था बोलो तो जरार अरे जोर से बोलो कितना था
673920	684920	मोदी जी ने तेरा सो दस से बढ़ा कर चोबी सो रुपया करने का काम नरेंदर मोदी में किया
684920	691920	मक्के का दाम तेरा सो दस रुपया था और खरीदा भी नहीं जाता था
691920	700920	जाता थेरा सो दस से बढ़ाकर मोदी जी ने चोबी सो रुपया दाम करने का काम किया है
700920	710920	चोबी सो रुपया और इद्धनल के जो प्लांट लगाए हैं जितना मक्का बिहार के किसान उगाते हैं
710920	724220	सभी का सभी इथेनौल बनकर पेट्रोल की जगे लोगों की गाड़ी में जाता है मोदी जी ने बिहार के खेती को समरूद किया
724220	743600	गेहु में भी चौदा सो की जगे पची सो पचासी MSP की चने में इकती सो की जगे उनसट सो रुपया किया और खरीदी भी साड़े छे गुना बढ़ाने का काम किया है
743600	760320	लखी सराय में 1570 करोड रुपये से 1232 एकड में सोलार प्रोजेक लगाया गया 95 करोड से कियूल नदी के किनारे
760320	771920	STP बनाया गया 26 करोड से कियूल लखी सराय को जोडने वाला बेली ब्रिज के निर्मान की बात की
771920	785820	अमरूत भारत ट्रेन अमरूत भारत के तहट लखी सराय धेलवे स्टेशन को करोडों रुपया खर्च करकर नया बनाने का क्याम
785820	806040	82 करोड से पीपराही में एंजिनरिंग कॉलेज का उद्गाटन किया और लखी सराय वालों बच्चों को मेडिकल में डाखला दिलाना है न तो पटना नहीं जाना पड़ेगा दिल्ली नहीं जाना पड़ेगा
806040	816840	अगले दो साल में अपने लखी सराय में मेडिकल कॉलेज खुलने वाला है और मैं आज कहकर जाता हूँ
816840	827640	लखी सराय मेडिकल कॉलेज का नाम बिहार केसरी स्रिकुष्ण बाबू के नाम पर हम रखने वाला है
827640	836220	भायों बेनों पंद्रा करोर से असोग घाम मंदीर का विकास किया
836220	845220	पंद्रा करोर से कुसी उत्पादन बजार समीति को आधुनिक बनाए यह सब तो किया
845220	852780	मोदी जी ने बिहार के अंदर धेर सारे और काम किये हैं मैं बाद में बताऊंगा
852780	860220	मगर मुझे बताओ विसेश करे माताय बहने बताएं लालू रबडी ने कुछ किया था क्या
860220	870460	इसे नहीं वही जोर से बताओ लालू रबडी ने कुछ किया था क्या जरा पीछे वाले भी बताएं जोर से कुछ किया था
870460	873680	ऐसा नहीं है लखी सराय वालो
873680	876860	आप अन्याए करे घर ओ लालू जी के साथ
876860	881320	बिचारे बुजूर्ग आदमी को क्यों अन्याए कर इन्होंने कुछ किया है
881320	882440	बताओ क्या किया
883440	884640	मैं बताओ
884640	889600	जोर से पुचुंगा बताना बोलना लालू जी ने किया है
889600	890960	बताओ मैं
890960	909740	बोलो भई चारा गोटाला किसने किया जोड से बोलो किसने किया लेंड पूर जोप सकेम किसने किया होटल बेखने का गोटाला किसने किया अलग तरह गोटाला किसने किया
909740	922300	बाढ़ रहत गोटाला किस ने किया? ए भी एक्सपोर्ट का गोटाला किस ने किया? आई से अधीख संपती का गोटाला किस ने किया?
922300	937760	रे भाई ए छोटे मिया तो छोटे मिया बड़े मिया भी सुभान लालू राबडी ने तो यहां ए गोटाले करे उनके बड़े नेता है राहुल बाबा
937760	951020	कॉंग्रेस ने भी दस साल में 12 लाग करोड के घपले घोटाले और ब्रश्टाचार किया है मुझे बताओ करोड'
951020	961000	करोडर रुपय का ब्रश्टाचार करने वाले ला लू रड़ी और कॉंग्रेस बिहार का भला कर सकते है
961000	985720	जिरा जोड से मोलो कर सकते हैं। 20 साल हो गए नितिज बबु को और नरेंदर मोदी जी को 11 साल हो गए, दोनों पर चार आने का ब्रष्टा चार का आरोप नहीं लगा है, चार आने का ब्रष्टा चार, पूरा पेसा गरीबों के लिए खर्च,
985720	1006020	अभी अभी नितिज इने 1 करोड 21 लाख जीवी का दिदी के बेंक अकाउंट में 10 जार रुपईया डालने का काम, भारतिय जन्ता पार्टी के नेता नरेंदर मोदी और नितिज कुमानी,
1006020	1021020	और मैं जीवी का दिदियों को बताना चाहता हूं, यहां से रुकने वाला नहीं है, दस अजार रुपिया आपको मिला, अब आपको 2 लाख तक का लौन देने का काम,
1021020	1035520	NDA सरकार करने वाली है 2 लाख रुपे का, हर घर में 125 युनिट बीजली फ्री कर दी, पटना में मेट्रो बन रहा है,
1035520	1050140	युवाओं को बेरोजगारी ब्रत्था एक हजार प्रतिमा मिल रहा है, विद्वा पेंचन 400 से बढ़ा कर हमने 1100 किया,
1050140	1065120	बुजुर्गों का पेंचन 400 से बढ़ा कर 1100 किया, आसा बेहने और आंगन वाडी का हमने मान दे बढ़ा है,
1065120	1077400	और मोदी जी ने बिहार के विकास के लिए 18,00,00 करोड रुप्या खर्चे, 4,00,00 करोड सडक और पूल के लिए खर्चे,
1077400	1098640	औरdriving में 1,000,000 करोर्ड मखाना बॉड की स्थापना की पूनियाँ एरपोर्ट बनाया, दरभंगा एरपोर्ट बनाया, दरभंगा में एम्स बनाया, तेन, तेरा Greenfield Expressway और industrial कोरिडोर बनाये
1098640	1117740	और हजारों मेगावाट बिजली के कारखाने डाले भायो बेनों इसके अलावे बिहार में आठ करोड बावन लाग गरिबों को पाँच किलो अनाज हर महिना मुफ्त में देने का काम हमने किया
1117740	1136900	87 लाग किसानों को 6,000 रुपिया प्रतिसाल देने का काम किया हमने 44 लाग घर बना कर दिये है बिहार के लिए और 33 लाग घर देने का कारेकरम चल रहा है
1136900	1159660	एक करोड 17 लाग बेनों को उजवला घैस का सिलिंडर दिया एक करोड 33 लाग सोचाले बनाए और 3 करोड 53 लाग लोगों को पाँच लाग तक का पूरा इलाज का खर्चा मुफ्त में करने का काम नरेंद्रम मोदी देने के
1159660	1168660	भायो बेनों यह सब तो किया है मगर मैं आज आपको कुछ और बताना चाहता हूँ
1168660	1177660	बाबर ने साड़े 500 साल पहले अयोध्या में रामलला का मदनीर तोड दिया
1177660	1187660	इसको मुगलों ने नहीं बनने दिया अंग्रेजों ने भी नहीं बनने दिया और कॉंग्रेस ने भी नहीं बनने दिया
1187660	1199560	नरेंद्र मोदी जी ने अयोध्या में राम मंदीर का भूंभी पुजन भी किया और प्राण प्रतिष्टा करकर जय स्रीरा
1201440	1208240	मुझे बताओ भी और वालो राम मंदीर बनना चाहिए था यह नहीं बनना चाहिए था
1208240	1212760	जोर से बलो बनना चाहिए था या नहीं बनना चाहिए था
1212760	1220360	ए लालू राबडी कॉंग्रेस सभी लोग राम मंदिर का विरोध कर रहे थे
1220360	1223640	मगर राम मंदिर तो बना दिया मोदी जिने
1223640	1231200	अब मैं कहने आया हूँ सीता माता हमारे बिहार की बेटी है सिहार की
1231200	1248300	और जैसा भव्य मंदीर अयोध्या में बना रहे पुनोरा धाम में साड़े आठ सो करोड थे भव्य सिता माता का मंदीर भी बनने वाला है
1248300	1270380	और मंदीर बनते ही हम सिता मड़ी से अयोध्या सीधी ट्रेन लगाने वाले हैं जो अयोध्या जाएगा वो अयोध्या से सीधा सीधा माता का दर्सन करने अपने बिहार में आएगा
1270380	1300380	भायो बेनो ये लालू राबडी राहुल हमारे देश की संस्कृति का सन्मान ने अभी राहुल बाबा आये थे दो महिना पहले गुस पेटिया बचाओ ये आत्रान का मैं लखी सराय वालों को पूछना चाहता हूं विहार की मत्ताता सुची में बंगलादेशी गुस पेट
1300380	1320180	लालू जी राहुल जी कान खोड़ कर सुन लो जितनी यात्रा निकालनी है निकालो बिहार से हम एक एक गुस पेटिये को चून चून कर निकालेंगे एक एक गुस पेटिया
1320180	1345500	हमारे गरीबों में रोजगारी के लिए स्पर्दा करता है गरीबों का अनाज इसमें बटवारा करता है और देश विरोधी कृत्य भी करता है बिहार की ये पवित्र भुमी पर हम गुस पेटियाओं को नहीं सहन करेंगे उनको चून चून कर निकाल दिए
1345500	1363160	लखी सराय वालों मुझे बताओ गुस पेटियाओं निकालने में लखी सराय वाले भाजपा के साथ है या नहीं है जोर सबलो है या नहीं है अंडिये के साथ है या नहीं है
1363160	1373040	तो आप लोगों को छे तारी को जलपान करने से पहले मत्दान करना है
1373040	1383120	और कमल के निसान और तीर जो भी हो मसिन पर उसको बटन दबना है
1383120	1389120	मुझे बताओ भाई कमल के निसान पर बटन दबाओगे क्या
1389120	1391800	जोर से बलो दबाओगे
1391800	1395100	तीर पर बटन दबाओगे
1395100	1400140	देखो लखी सराए वालो बटन जरूर दबाना
1400140	1406020	मगर इतने घुस्से से दबाना कि बटन तो लखी सराए में दबे
1406020	1410820	उसका करन्ट इटली में जाकर लगे इटाली में जाकर
1410820	1415380	मोदी जी का हात मद्बूत करोगे
1415380	1418000	जोर से बलो करोगे
1418000	1422720	निती जी का हाथ मद्बूत करोगे
1422720	1426300	हमारे विजय बाबू को जिताओगे
1426300	1429360	मंदल जी को जिताओगे
1429360	1431960	तो मेरे साथ दोनों हाथ उठाईए
1431960	1434000	उठाईए दोनों हाथ
1434000	1437620	विजय के संकल्प की मुठी भीचे
1437620	1440180	और प्रचंड आवाद से बोलिए
1440180	1442840	भारत मता की
1442840	1445320	वन दे
1445320	1450920	जय श्री राम
1450920	1454940	जय जय श्री राम
1454940	1459680	असोग दाम मंदिर
1459680	1464780	जिसको इंद्रत दमन्वेश्वर मंदिर भी कहते है
1464780	1467720	मैं भी वहाँ जाकर
1467720	1470940	आसिरवाद लेकर आया हूँ
1470940	1473300	असोग दाम मंदिर को भी
1473300	1476100	प्रणाम करकर मेरी बात की सुरुआत करता हूँ
1476100	1478900	बायो वेनो
1478900	1481940	सुरुंगी रुसी आस्रम
1481940	1486700	महारानी अस्तान बहडिया स्तान
1486700	1489060	सुर्य मंदिर
1489060	1491900	बाला त्रिपुरा सुंद्री स्तान
1491900	1494120	जलब पास्तान
1494120	1496240	ये सब भी को
1496240	1500180	प्रणाम करकर मेरी बात की सुरुआत करता हूँ
1500180	1505160	आज मैं लखी सराया आया हूँ तब
1505160	1507740	बिहार के
1507740	1509940	पहले मुख्यमंत्री
1509940	1512580	बिहार के स्री
1512580	1515300	स्रीकृष्ण बाबु को भी
1515300	1518000	मन पूर्वक प्रणाम करना चाहता हूँ
1518000	1521340	स्रीकृष्ण बाबु ने ही
1521340	1524260	14 साल तक
1524260	1527400	बिहार के विकास की
1527400	1529300	नीव रखने का काम किया
1529300	1533140	स्रीकृष्ण बाबु के समय में ही
1533140	1535380	बिहार
1535380	1538900	भारत के प्रमूख राज्यों में से
1538900	1540420	एक राज्य बना
1540420	1544440	जिसको आगे चल कर
1544440	1546520	लालू रबडी ने
1546520	1549500	जंगल राज से बरबाद कर दिया
1549500	1551400	जंगल राज से बरबाद
1551400	1555800	भायो बेनो 6 नवंबर को मत्ता नहे
1555800	1559140	आप सभी को
1559140	1563620	कमल और तीर के निसान पर बटन दबाना है
1563620	1568200	मगर आप ऐसा सोच कर मत दबाईएगा
1568200	1571220	कि आपके वाट से
1571220	1573920	कोई विदायक बनेगा
1573920	1575320	कोई मंत्री बनेगा
1575320	1577460	कोई उपमुक्य मंत्री बनेगा
1577460	1581640	आप इस समझ कर वाट दीजेगा
1581640	1584720	आपका एक एक वाट
1584720	1588860	निती जी और मोदी जी के नेत्रुतों में
1588860	1592460	विक्सित बिहार बनाने के लिए वाट है
1592460	1593680	विक्सित बिहार
1593680	1598500	जंगल राज को रोकने वारा वाट है
1598500	1600640	और भाईयो बेनो
1600640	1603860	मैं तो जीसी जीले में जाता हूँ
1603860	1607240	वो सभी जीलों में
1607240	1610120	कहते हैं भाई साब हमारे प्रत्यास्री को
1610120	1611360	मंत्री बना देना
1611360	1614000	और लखी सरायवार नो
1614000	1616180	आपको तो हमने
1616180	1617940	बना बनाया
1617940	1620040	उप मुक्य मंत्री आपके
1620040	1621600	यहाँ बेद दिया है
1621600	1625080	भाईयो बेनो
1625080	1628160	ए लखीर सराय का
1628160	1630160	सिंदूर और
1630160	1630760	गुलाल
1630760	1633540	दोनो बहुत प्रसीद है
1633540	1635360	प्रसीद है ना भाई
1635360	1638600	अरे जोर से बोलो है ना
1638600	1641940	सिंदूर और गुलाल
1641940	1644140	दोनो इस
1644140	1645940	चुनाव में
1645940	1648600	बहुत महित्व पूर्ण पदार थी
1648600	1653080	मैं आज आपको बताने आया हूँ
1653080	1657680	ए लालू और सोनियागी की सरकार थी
1657680	1659440	केंद्र में
1659440	1661940	उसने इस देश में
1661940	1664620	आतंकबाद के लिए
1664620	1667120	अपनी वोट बेंक के लिए
1667120	1668940	लचिला स्टेंड रखा थी
1668940	1672400	आये दिन
1672400	1676160	पकिस्तान से आये हुए आतंकवादी
1676160	1681160	खुन खराबा करते थे अपनी धर्थी को लव लुआन करकर
1681160	1682820	चले जाते थे
1682820	1685200	कोई कूछ नहीं बोट थे
1685200	1687580	2014 में
1687580	1690040	आप सभी ने
1690040	1694380	नरेंदर मोदीधी को ब्रदान मंत्री बनाया
1694380	1696460	और उसके बाद
1696460	1698880	जीतने भी
1698880	1702460	जीतने भी आतंकी हमले हुए
1702460	1704680	पहले
1704680	1708000	सर्जीकल स्ट्राइक की
1708000	1710440	फिर एर्श्ट्राइक की
1710440	1713640	और पहल गाओं में जब हमला हुआ
1713640	1717060	ओप्रेशन सिंदूर करकर
1717060	1720540	पाकिस्तान के घर में घुषकर
1720540	1722480	आतंकीों का सफाया
1722480	1726340	यह लखी सराई का सिंदूर
1726340	1730020	यहां क्या जो सिंदूर है
1730020	1733600	वो सिर्फ सिंदूर नहीं है
1733600	1738600	हमारी माता औ बेहनों का सौभाग्य का निसान
1738600	1741000	और मोदी जी ने
1741000	1745960	वो यात्रियों का बद्दा लेने के लिए
1745960	1749360	जो ओप्रेशन चलाया
1749360	1753700	इसको ओप्रेशन सिंदूर नाम देकर
1753700	1756800	हमारी माता बेहनों का सन्मान
1756800	1761200	पूरे विश्व में बढ़ाने का काम किया है
1761200	1763600	मोदी जी के सासन में
1763600	1768560	ये देश नकसलवाद मुक्त हो रहा है
1768560	1772940	आतांकवाद से मुक्त हो चुका है
1772940	1777200	और ब्रश्टा चार से भी मुक्त हो चुका है
1777200	1782020	भाईो बेनो लखी सराई का एक एक वोट
1782020	1786620	लसी सराई का एक एक वोट
1786620	1789460	जंगल राज की मुक्ति
1789460	1792280	नकसलवाद की समाप्ति
1792280	1795200	और आतांकवाद के खिलाब
1795200	1797920	द्रड अभियान के लिए
1797920	1802760	कमल के फूल और तीर के निसान पर देना है
1802760	1805140	मुझे बताईए भाईो बेनो
1805140	1808340	आप लोग देंगे या नहीं देंगे
1808340	1811300	भाईो बेनो
1811300	1813880	मैं आपको बताने आया हूँ
1813880	1816360	2005 के पहले
1816360	1818640	पूरा बिहार
1818640	1821640	जंगल राज की चटपेट में थे
1821640	1826520	सारे उद्योग बंद, व्यापार बंद, धंदे बंद, ट्रेडिंग बंद
1826520	1829980	एक ही धंदा चल रहा था
1829980	1835240	अपरण और फिरोती के जगन्य अत्यकांड होते थे
1835240	1837840	नरसंगार होते थे
1837840	1840560	खून, अपरण, फिरोती
1840560	1842820	चरम सिमा पड़ था
1842820	1844960	और किसके राज में था?
1845720	1847640	लालू रबडी के राज में
1847640	1850020	था या नहीं था भई बताओ दो जरा?
1850020	1853800	जोर से माता है, मैंने भी बताए था या नहीं था?
1855120	1857780	मैं आपको बताना चाहता हूँ
1857780	1863020	आपने नितीस बाबू के हाथ में
1863020	1865660	बिहार का सासन दिया
1865660	1871220	नितीस बाबू ने जंगल राज को समाप्त कर दिया
1871220	1878140	और बिहार के अंदर नए विकास की सुरुवात
1878140	1881880	मैं आज आपको कह कर जाता हूँ
1881880	1884260	एक और बार
1884260	1887800	NDA की सरकार बनाई है
1887800	1893220	यह जो नीव, मोदी जी और नितीस जी ने डाली है
1893220	1901880	वो नीव पर एक बड़ी इमारत खड़ी करने का काम हमारी सरकार करेगी
1901880	1905180	भायो बेनों, अभी अभी
1905180	1909980	अभी अभी कल राहूल बाबा आए थी
1909980	1914520	मोदी जी को अपमानित करने के लिए कुछ सब्द बोले
1914520	1916440	मगर उन्होंने
1916440	1919920	मोदी जी को अपमानित करते करते
1919920	1923300	छट मईया का अपमान किया है
1923300	1925920	उन्होंने कहा
1925920	1929680	छट मईया की पुजा करने वाले नौटंकी करते हैं
1929680	1931620	नाटक करते हैं
1931620	1932920	इरे राहूल बाबा
1932920	1934880	आप क्या समझो
1934880	1937800	छट मईया का महत्व
1937800	1942120	छट मईया के प्रथी पुरे देश की स्रद्धा
1942120	1944440	आप नहीं समझ पाओगे
1944440	1948060	आपकी माता जी भी नहीं समझ पाएगी
1948060	1952700	छट मैया का अपमान करने का बदला
1952700	1957060	इस बार बिहार का एक एक वाटर देगा
1957060	1961440	और मोदी जी के लिए अब सब्द बोलते हो
1961440	1964760	जरा इतियास उठा कर देख लो
1964760	1967620	जितनी जितनी वार
1967620	1973600	मोदी जी के लिए कॉंग्रेस के नेताओं ने अब सब्द किये
1973600	1977600	कॉंग्रेस का सुपड़ा साफ हो गया है
1977600	1981320	और राहुल बाबा
1981320	1984640	आप मान कर चलना
1984640	1988320	आपके कारेकरताओं ने
1988320	1992340	मोदी जी की माता जी को अपमानित किया
1992340	1997740	आपने मोदी जी के लिए अपसब्द कहे
1997740	2003600	और आपने छट मईया का अपमान किया है
2003600	2007600	ये बिहार है बिहार
2007600	2014460	जब चोदा तारीक को चोदा तारीक को डबे खुलेंगे
2014460	2019300	दूर दूर तक गट बंदन साफ हो जाएगा
2019300	2025300	और भाईो वेनो जो विजय जुलूस निकलेगा
2025300	2034260	वो विजय जुलूस लखी सराय के गुलाल से ही गुलाबी हो जाएगा
2034260	2043480	लखी सराय का गुलाल पूरे बिहार को गुलाबी करेगा
2043480	2048460	जब फीर से एक मार एंडिये की सरकार बनेगा
2048460	2055340	भारतिय जनता पर्टी ने हमनें एक कारे कर्था के रूप
2055340	2062380	में यहां वजय सिनाजी को भेजा था में तो आपका धन्यवाद
2062380	2069680	करने आया हूं हमने एक कारे कर्था भेजा था आपने उसको विधान सभा
2069680	2091820	जबाद द्यक्स तक पहुंचाया हमने कारेकरता भेजा था आपने उसको उपमुख्यमंत्री तक पहुंचाया लखी सरायवालो मैं कहकर जाता हूं फिर से विजय बाबू को विधायक बना दो हम उनको बड़ा आदमी बनाने का काम करेंगे
2091820	2121820	भाईयो बेहनो ये चुनाव विक्सित बिहार बनाने का चुनाव एक किसानों की बात करते हैं विजय जी जब कुशी मंत्री थे बहड़िया में उन्होंने दलहन विकास केंद्र सापित किया
2121820	2140820	सीड हब का निर्मान कराया और सेंटर फॉर एकसेलेशन भी बनाया और आज मैं आपको बताने आया हूं ये लालू राबडी राहुल जी गुमते हैं भाईयो बेहनो धान का
2140820	2152820	में स्पि का दाम 2014 में तेरा सो दस रुपया था तेरा सो दस कितना था बोलो जो जरार अरे जोर से बोलो कितना था
2152820	2163560	मोदी जी ने 1310 से बढ़ा कर 2400 रुपया करने का काम Narendar मोदी ने किया
2163860	2171400	मक्के का दाम 1310 रुपया था और खरीदा भी नहीं ज़ाता था
2171400	2179900	तेरा सो दस से बढ़ा कर मोदी जी ने चौबी सो रुपिया दाम करने का काम किया है
2179900	2190260	और इथेनौल के जो प्लांट लगाए है जितना मक्का बिहार के किसान उगाते है
2190260	2198460	सभी का सभी इथेनौल बनकर पेट्रोल की जगे लोगों की गाड़ी में जाता है
2198460	2203180	मोदी जी ने बिहार के खेती को समरूद किया
2203180	2211980	गेहु में भी 1400 की जगे 2585 मस्पी की चने में
2211980	2222560	3100 की जगे 6900 रुपिया किया और खरीदी भी 6.5 गुना बढ़ाने का काम किया है
2222560	2228100	लखी सराय में 1570 करोड रुपिये से
2228100	2233840	1232 एकड में सोलार प्रोजेक लगाया गया
2233840	2239280	95 करोड से कियूल नदी के किनारे
2239280	2247520	स्टीपी बनाया गया 26 करोड से कियूल लखी सराय को जोडने वाला
2247520	2253540	बेली ब्रीज के निर्मान की बात की अमरूद भारत ट्रेन
2253540	2262780	अमरूद भारत के तहट लखी सराय धेलवे स्टेशन को करोडो रुपिया खर्च करकर
2262780	2269840	नया बनाने का काम किया बैसी करोड से पीपराही में
2269840	2277660	एंजिनेरिंग कॉलेज का उद्गाटन किया और लखी सराय वालो बच्चों को
2277660	2284240	मेडिकल में डाखला दिलाना है न तो पटना नहीं जाना पड़ेगा दिली नहीं जाना
2284240	2295800	अगले दो साल में अपने लखी सराय में मेडिकल कॉलेज खुलने वाला है और मैं आज कहकर जाता हूं
2295800	2306240	लखी सराय मेडिकल कॉलेज का नाम बिहार केसरी स्रीकुष्ण बाबू के नाम पर हम रखने वाले हैं
2306240	2315180	भायो बेनो पंद्रा करोर से असोग दाम मंदीर का विकास किया
2315180	2324240	पंद्रा करोर से कुछी उत्पादन बजार समीति को अधुनिक बनाए ये सब तो किया
2324240	2333240	मोदी जी ने बिहार के अंदर ढेडर सारे और काम किये हैं मैं बाद में बताओंगा मगर मुझे बताओ
2333240	2339240	विसेसकारे माताय बेहने बताए लालू रबड़ी ने कुछ किया था क्या
