start	end	text
558820	561820	और उस समय मंच पर
561820	565820	उन्होंने तो बातन किया
565820	573820	उस समय मंच पर गांधी परिवार की एक बेटी
573820	577820	जो आजकर पार्लामेंट में बैठती है
577820	581820	वो जब एक बुद्रे थे
581820	585820	के पंजाब के लोगों
585820	587820	बिहार के लोगों को
587820	592820	पंजाब के मुक्यमंत्री पंजाब में गुसने नहीं देंगे
592820	598820	और ये कॉंग्रेस के इतने बड़े परिवार की बेटी
598820	602820	खुश होकर के तालिया बजा रही थे
602820	606820	उदर तेलंगणा
606820	609820	और करनाटक में
609820	612820	कॉंग्रेस के नेता
612820	616820	बिहारियों को गालिया देते रहते हैं
616820	619820	समिल लाडू में
619820	622820	डीमके के लोग
622820	627820	बिहार के महनत का स्लोगों को प्रताडित करते हैं
627820	630820	और बिहार में
630820	633820	आरजेडी क्या करती हैं
633820	636820	इतना सारा हो रहा है
636820	641320	आरजेडी को सांप सुंग जाता है
641320	644820	और इस बार तो
644820	646820	इस चुनाव में
646820	650820	इन लोगों ने सारी हदे पार कर दिये
650820	653820	जिन लोगों ने
653820	656820	अपने रज्यों में
656820	659280	बिहारियों को गालिया दी
659280	661280	उन लोगों को
661280	666280	कॉंग्रेस ने बिहार में चुनाव प्रचार में बुला लिया
666280	668280	साथियों
668280	670280	ये सब अचानक
670280	672280	ऐसे ही नहीं हुआ है
672280	676280	ये बिहार के चुनाव में
676280	678280	कॉंग्रेस की
678280	680280	कॉंग्रेस की सोची
680280	682280	समझी
682280	686280	साजिस के तहत हुआ है
686280	688280	कॉंग्रेस चाहती है
688280	690280	कि आर्जेडी का
690280	692280	ज्यादा से ज्यादा
692280	694280	नुप्सान हो
694280	696280	आर इसलिए
696280	698280	कॉंग्रेस बिहार विरोधियों
698280	700280	को बिहार चुनाव
700280	702280	प्रचार में ला रही है
702280	704280	एक उदारण है
704280	706280	कि आर्जेडी
706280	708280	कॉंग्रेस की लड़ाई
708280	710280	कि इतनी
710280	712280	बड़ी होती जा रही है
712280	714280	साथियों
714280	716280	हमारी
716280	718280	संस्कृती
718280	720280	हमारी
720280	722280	आस्ता
722280	724280	हमारी दरोहर
724280	726280	यही
726280	728280	बिहार की
728280	730280	आत्मा है
730280	732280	बै इन बच्चों से जो फोटो लाए
732280	734280	ले लिजीए
734280	736280	कब से हाथ उपर करके ठक जाएंगे
736280	738280	जरा ले लिजीए
738280	744280	NDA सरकार
744280	746280	विकास भी
746280	748280	विरासत भी
748280	750280	इस मंत्र
750280	752280	पर काम कर रही है
752280	754280	इस पीजीर के लोग यह कलेक कर ले भई
754280	756280	हम
756280	758280	दरोहर को
758280	762280	रोजगार ते जोड रहे हैं
762280	764280	आप
764280	766280	काशी विश्वनाद धाम
766280	768280	या अयोध्याम
768280	770280	धाम जाईए
770280	772280	वहां हुए
772280	774280	विकास के बाद
774280	776280	स्रद्दार्वों की
776280	778280	संख्या लगातार बढ रही है
778280	780280	इसे
780280	782280	रिक्षा वाले
782280	784280	टैक्सी वाले
784280	786280	नाव वाले
786280	788280	होटल वाले
788280	790280	खिलोने बेचने वाले
790280	792280	साडी बेचने वाले
792280	794280	कपड़े बेचने वाले
794280	796280	साबकी कमाई बड़ी है
796280	798280	कपड़े बेचने वाले
798280	800280	साबकी कमाई बड़ी है
800280	802280	अब यही काम
802280	806280	हमारी सरकार यहां
806280	810280	छप्रा और आसपास के हिलाकों में दोर आ रही है
810280	812280	भाजपा
812280	814280	एंडिये सरकार यहां
814280	818280	हरी हरनात कोरिलोर बना रही है
818280	824280	गंगा गाटों का सुंद्री करन कर रही है
824280	828280	आने वालों में
828280	831280	आने वाले सालों में
831280	834280	यहां स्रद्दालूं के लिए
834280	836280	अद्भुत्स विदाय होगी
836280	840280	और साथ ही
840280	842280	परियतन आधारित
842280	846280	रोजगार के नए अवसर भी बनेंगे
846280	848280	साथियों
848280	850280	हमारी सरकार
850280	853280	बिहार की दरोर को कैसे
853280	857280	रोजगार से जोड रही है
857280	859280	इसका एक उधारन
859280	863280	गंगा विलास क्रूज है
863280	873280	आपका प्यार
873280	875280	मुझे मंजूर है
875280	877280	लेकिन
877280	879280	मुझे बोलने तो दीजिये
879280	883280	आपका उत्सा मेरे सर आंखों पर
883280	895280	लेकिन मेरी बात
895280	899280	आपको गरगर पहुंचानी है
899280	901280	और इसलिए
901280	903280	आप जितना ध्यान से सुनेंगे
903280	907280	आप जब बूत में जाएंगे
907280	909280	लोगों को बता पाएंगे
909280	911280	साथियों
911280	915280	एक क्रूज चलती है
915280	919280	गंगाजी पर चलने वाला एक क्रूज
919280	923280	बनारत से बिहार होते हुए
923280	927280	बंगाल तक जाता है
927280	929280	आज कल ये क्रूज अभी
929280	933280	मुंगेर के आसपास के इलाके में
933280	937280	गंगा की लहरों के साथ
937280	939280	चलने वाला एक जहाट
939280	943280	बक्सर से विक्रम सिला तक
943280	947280	बिहार का गव्रव दिश
947280	949280	दुनिया को दिखा रहा है
949280	953280	नदी के तड़ पर
953280	957280	हमारी संस्कृती कैसे पली बड़ी
957280	961280	उसके दर्शन होते हैं
961280	963280	साथियों
963280	967040	हमारी डबल इंजिन सरकार
967040	971040	बिहार के तिर्थों
971040	975040	और दरोहरों की भव्यता को
975040	979040	आदुनिक सुविदाओं से जोड रही है
979040	983040	लेकिन आप ये भी याद रखिये
983040	987040	आस्ता विरोधी
987040	989040	विकास विरोधी
989040	993040	वोट बैंक की राजनिती
993040	997040	और तुस्तिकर में डूबे
997040	1001040	आर्जेडी कॉंग्रेस के लोग
1001040	1004040	गुष्पेठ्यों को बचाने के सिवाए
1004040	1007040	कोई काम नहीं कर सकते
1007040	1011040	गुष्पेठ्य ये उनके माई बाप बन गए है
1011040	1015040	उन्होंने अपनी पूरी राजनितीक ताकत
1015040	1019040	गुष्पेठ्यों को बचाने में लगाई हुई है
1019040	1021040	भाईयों बहनों
1021040	1025040	आयोध्या में इतना भव्य राम मंदिर बना
1025040	1029040	500 साल के बाद
1029040	1033040	500 साल का इंतजार
1033040	1036040	अवीरत संगर
1036040	1039040	और तब जाकर के राम मंदिर बना
1039040	1046040	और आप तो गर्व से कह सकते हैं
1046040	1049040	कि चप्रा की एक बेटी
1049040	1053040	स्वाती के भजन से
1053040	1056040	दूनिया गुंजूठी थी
1056040	1060040	मेरी जोपडी के भाग
1060040	1063040	आज खूल जाएंगे
1063040	1065040	राम आएंगे
1065040	1070040	कितने सुन्दर बोल है
1070040	1074040	मेरी जोपडी के भाग आज खूल जाएंगे
1074040	1076040	राम आएंगे
1076040	1081040	और प्रभू सिराम के दर्शन के लिए
1081040	1087040	लाखो लाग लोग आयोध्या चल पड़े
1087040	1092040	लेकिन साध्यों
1092040	1096040	आर जेड़ी कॉंग्रेस के नेताओं को
1096040	1100040	राम मंदर के निर्मान से भी परेशानी है
1100040	1111040	आपने कभी सुना अरे बेटे रखो में आप आप लाई यूँ अच्छी बात है कोई ले लेगा देख लिए बेटा बैठो आप
1111040	1116040	कि चराएं वोड किताब ले लिजे भी वो बत्ती किताब ले क्या ही है
1116040	1119040	वो किताब ले लिजे पहुंचा दीजिए
1119040	1143040	आपने कभी यार्जेरी वालों को कॉंग्रेस वालों को राम मंदिर जाते देखा क्या योद्या में
1143040	1156040	कि नहीं क्योंकि उन्हें डर है कि अगर व्या योद्या में प्रभू स्री राम के दर्शन कर लेंगे
1156040	1167040	तो उनकी वोट बेंक नाराज हो जाएगी तुष्टी करन का गणित बिगड़ जाएगा एक गुष्पेठी ये उनके माते पर चड़ जाएंगे
1167040	1178040	साथियों पिछले साल जनवरी में प्राण प्रतिष्टा के बाद से राम मंदिर के दर्शन के लिए
1178040	1192040	छे करोड़ 65 लाग से जादा लोग अयोद्या जा चुके हैं याने करीब परीब पूने दो करोड़ लोग अयोद्या गए
1192040	1212040	देश विदेश के लोग वहां पहुंचे हैं देश के कौने कौने से गरीब दलीद पिछडे हर कोई राम लला के दर्शन के लिए गया है और अब तो जब राम लला के दर्शन के लिए
1212040	1224740	जाते है तो जुशाद राज के दर्शन होते हैं तो वालबी किजी के दर्शन होते हैं के सबरीमाता के दर्शन होते हैं компьют avete
1224740	1236100	लेकिन भाइव और बहनो आर जेडी कॉंग्रेस के लोगों को विदेश में गुम्रें की फूर्सत है लेकिन
1236100	1245860	500 साल के इंतजार के बाद जो भव्य मंदीर बना उसे देखने की इनकी इच्छा नहीं होती है
1247460	1260540	जो लोग आपकी आस्ता का सम्मान नहीं कर सकते वो कभी भी यहां आस्ता के सलों का विकास नहीं कर सकते
1260540	1274980	और आप लोगों ने कल ही देखा है कैसे आर जेडी कॉंग्रेस ने छथी मया का भी अपमान किया गया है
1274980	1284380	साथियों बिहार का यह चुनाव यहां के नौजवान बेटे बेटियों के भविश्य के लिए
1284380	1292000	जो पहली बार वोट देने जा रहे हैं उनके लिए बहुत महत्वप्षू है
1292000	1301000	मैं सभी नौजवानों से कहना चाहता हूँ सभी मतदाताओं से कहना चाहता हूँ
1301000	1305460	आपको अपने वोट की ताकत पहचाननी है
1305460	1314580	मेरे नौजवान साथियों आपके माता पिता के एक वोट की ताकत क्या थी
1314580	1321740	मैं आज आपको बताना चाहता हूँ आपके माता पिता के एक वोट में
1321740	1331860	वोट की ताकत ऐसी थी कि बिहार को जंगल राज से मुक्ति दिलाई
1331860	1340260	और बिहार को जंगल राज में को बदल करके फूल सासन की और ले गए
1340260	1351260	यह आपके पिता जी के वोट की ताकत थी आपके माता जी के वोट की ताकत थी
1351260	1359420	अब बारी आपकी है अब बिहार के नव जवानों का एक वोट
1359420	1366100	सूल सासन को समरुद्धी में बदलने का उसर है
1366100	1376420	और इतलिए मेरे साथियों आपके माता पिता ने जंगल राज से मुक्ति के लिए वोट दिया था
1376420	1389140	नव जवानों ने अब सूल सांसन से आके निकल करके सम्रुद्धी के लिए वोट करना है विख्षित बिहार के लिए वोट करना है
1389140	1404740	साथियों बिहार में शाहदी कोई ऐसा परिवार होगा जिसके आखों में जंगल राज की कोई ने कोई बयावत तस्वीर ना चपी हो
1404740	1419760	जंगल राज के सबसे बड़े शिकार महिलाए रही है
1419760	1423060	बच्ची रहे हैं
1423060	1431100	आज कल के युवा जब दलीत आईएस अपसर की पत्ती के साथ जो हुआ था
1431100	1436400	वो जानेंगे तो सहर उठेंगे
1436400	1439220	मैं बिहार की बात कर रहा हो
1439220	1443740	जंगल राज के समय की बात कर रहा हो
1443740	1446240	आईएस अपसर की बात
1446240	1453320	और ये 1998 1998 की बात है
1453320	1458320	उस दलीत आईएस अधिकारी की पत्ती ने
1458320	1466080	राजपाल को गवर्नर को चिठी लगकर खुलासा किया था
1466080	1469480	कि आरजेडी के गुंडों ने
1469480	1474320	कई दिनों तक उनसे बलातकार किया था
1474320	1482080	आरजेडी गुंडों ने परिवार के अन्य महिलाओं को भी नहीं बक्ता था
1482080	1489840	उन्हें भी प्रताडित किया था साथियों आरजेडी की सरकार में
1489840	1501120	कि मुख्यमंत्री कार्यले भी माफियाओं का कार्याले बन गया था सरकार चलाने वाले तक जंगल
1501120	1507120	राज में सुरक्षित नहीं थे जो खेतों में काम करने वाली माताय बहने थी
1507120	1530340	स्कूल कॉलेज जाने वाली बेट किया थी उनके साथ हुए बलातकार के दिकाउत मामले तो आरजेडी की सरकार ने दर्ज तक नहीं होने थी गरीबों दलीतों महादलीतों अतिपिश्रों के लिए तो न्यायक के दरवाजे हर दरवाजे बंद थे
1530340	1545100	आजकल बिहार में आरजेडी के समर्थक जिस तरह अपने गानों में दमकियां दे रहे हैं उन्हें भी आपको जंगल राज की जलक मिलेगी
1545100	1561100	साथियों यह आरजेडी कॉंग्रेस लेपवाले आजकल उद्योग और फैक्टरी को लेकर जूट पर जूट बोल रहे हैं लेकिन इनकी सच्चाई भी आज के युवाओं को जानना जरूरी है
1561100	1577100	साथियों एक समय था जब मढ़ोरा बिहार का फलता फुलता आउज्योगिक केंद्र था एक गुलामी के कालखन से ही आउज्योगिक सेंटर था
1577100	1599100	और यहां बनता लेमन्चूस यह नई पीड़ी को पता नहीं होगा लेमन्चूस पुराने सब को याद होगा मुझे आद है मैं जब बच्चा था हमारे गाउं की स्कूल में खेल ले जाते थे न तो हमारे टीचर लेमन्चूस की एक गोली देते थे
1599100	1612420	वो लेने के लिए हम इंतजार करते थे हमें गोली मिलेगी वो यहां बनती थी यह बिहारी नहीं देश भर के बच्चों की पसंदीजा टॉपी होती थी
1612420	1624360	मढ़ोरा की लेमन्चूस यहां की चॉकलेट देश भर में सप्लाय होती थी लेकिन फिर जंगल राज आ गया
1624360	1640360	रंगदारी फिरोती प्रोटेक्शन मनी आर जीडी के ऐसे भली भाते के गुंड़ टैक्स लगते गए लाल जंडा गेंगें काम बंद करवा दिया
1640360	1664360	और अंग्रेजों के जमाने में बनी लेमन्चूस बनाने वाली मौर्टन फैक्टरी बंद हो गई यह सिर्फ एक फैक्टरी का उधारण नहीं है एधिक कई मिले और फैक्टरिया जंगल राज ने बंद कर दिया और देखते ही देखते यहां काम कर रहे हजारों लोग
1664360	1694360	कि बेरोजगार हो गए उनको पलायन होने के लिए मजबूर होना पड़ा आपको भूलना नहीं है आज भी जब उद्योगों से जुड़े लोग निवेश करने वाले लोग आरजेरियों और लाल जन्या जैसे जब सुनते हैं न तो आने से 15 बार सोचते हैं दूसरे राज्य
1694360	1724360	पर डोला के उस गौरव को फिर से लोटाने में जुटी है मजबूरा की रेल फेक्टरीस का पुदारन है न्डीए की डबल एंजीन सरकार के कारणा अज मजबूरा में बने इंजीन विदेशों में निर्यात हो रहे है आफरिका के देशों की ट्रेने हमारे मजबूरा में �
1724360	1741160	आ रहा है मैं आपको विश्वा दिलाता हूं हमारा मढ़ोरा हमारा सारां हमारा बिहार फिर से मेडिन इंडिया की शान बनने वाला है
1741160	1764980	कि आने वाले सालों में यहां उद्योगों का नया विस्तार होगा बिहार के युवा को बिहार में ही काम मिलेगा
1771160	1791160	कि लेकिन साथ्यों कि आपको ज्धान रखना है जंगल राजवाले शिकारी जंगल राजवाले शिकारी आपको लगातार ब्रमित कर रहे हैं
1791160	1809160	लालच दे रहे हैं आर जेडी गोष्णा कॉंग्रेस ने अपना गोष्णा पत्र यह गोष्णा पत्र नहीं है उन्होंने अपनी रेट लिस्ट जाहिर किये
1809160	1821020	इनकी हर गोष्णा के पीजे का असली मक्सद रंगदारी ठिरोती लुट खसूट ब्रस्ताचार यही सब है
1821020	1829160	इसलिए मेरे साथ इस संक्र्प को दोराएगे जंगल राजवाले दुर रहेगा बिहार
1830800	1832640	मेरे साथ दोराएंगे
1832640	1835320	मेरे साथ दोराएंगे
1835320	1838040	सब के सब दोराएंगे
1838040	1846060	मैं कहूंगा जंगल राजवाले दुर रहेगा बिहार
1846060	1850900	आप कहेंगे फिर्से एंडिये सरकार
1850900	1855400	आप कहेंगे फिर्से एंडिये सरकार
1855400	1859360	जंगल राजवाले दुर रहेगा बिहार
1859360	1864860	जंगल राज चे दुर रहेगा बिहार
1864860	1876040	साथियों मैं देख रहा हूँ
1876040	1878920	यहां इतनी बड़ी संख्या में
1878920	1881860	हमारी माता ये बहने आई है
1883260	1887680	बिहार के विकास में यहां के बहनों बेटियों की बहुत बड़ी भूमी का है
1887680	1891380	हमारी बेटियां आत्मी नर्वर बने
1891380	1894960	वे अपना परिवार का भविश्थ समरूद करे
1894960	1898960	इसके लिए हम लगातार काम कर रहे हैं
1898960	1909720	ड्रोन दीजी, जीवी का दीजी, बैंक सकी, लगपती दीजी, अंगिनत अभ्यान
1909720	1921720	ऐसे कितने ही प्रयास होने बिहार में बहनों बेटियों को नई ताकत दी हैं
1921720	1929700	बिहार की बेहने मुख्यमंत्री महिला रोजगार योजना से भी बहुत खुश है
1929700	1939720	एक करोड तीस लाग बेहनों के खाते में दस-दस हजार रुप्या पहुच चुके हैं
1940460	1944720	इस पैसे से वे अपना काम शुरू कर रहे हैं
1944720	1951880	और मैं आपको एक और बात कहूँगा जब यहां फिर NDA सरकार बनेगी
1951880	1960140	तो मुख्यमंत्री महिला रोजगार योजना के तहट और भी अधिक मदद दी जाएगी
1960140	1968760	साथ को बिहार के नवजवानों को रोजगार के लिए भी हमारी सरकार लगातार काम कर रहे है
1968760	1975760	बिहार में भी करीब दो करोड मुद्रा खाते हैं
1975760	1983480	और आप जानते हैं यह मुद्रा योजना के तहट बिहार के नवजवानों को कितना पैसा मिला है
1983480	1988560	यह रासी हैं अकेले बिहार की बात में बताता हूँ
1988560	1993260	दो लाग असी हजार करोड
1993260	1998340	दो लाग असी हजार मतलब करीब करीब
1998340	2000800	तीन लाग करोड रुपिया
2000800	2007480	यह पैसे बिहार के नवजवानों को मुद्रा लोन से मिले हैं
2007480	2015360	दलीत, महादलीत, पिछडे, अती पिछडे परिवारों को
2015360	2018260	इससे बहुत साइदा हुआ है
2018260	2024600	साथियों जिसको किसी ने नहीं पूछा
2024600	2028240	मोदी उनको पूजता है
2037480	2064580	अब आप इजाज़त दे तो मैं बोलू
2064580	2070880	आपका प्यार इतना है और आपका जुस्ता भी इतना जोरदार है
2070880	2073400	कि मेरी आवाज भी दब जाती है
2073400	2088400	साथियों
2088400	2092620	हमारे विश्वकर्मा साथी
2092620	2096920	जो पारमपारी काम करते हैं
2096920	2101920	हाथ के हुनर से काम करते हैं
2101920	2121920	जो बड़ई है लोहार है सुनार है सुतार है दरजी है कपड़े धोने वाले हैं जूता बनाने वाले हैं मालाकार है नाई है
2121920	2137920	ऐसे अनेकों साथियों की सुध भी किसीने नहीं ली थी इसमें भी बहुत सारे काम हमारी बहने करती हैं
2137920	2149920	आजाद भारत में पहली बार ये हमारी सरकार है जिसने पी-एम विश्वकर्मा योजना बनाई है
2149920	2159920	इसके तहट इन साथियों को सरकार आधुनिक ट्रेनिंग दे रही हैं ट्रेनिंग के दौरान भी पैसे दे रही हैं
2159920	2171260	इन्हें आदुनी को अजार खरीडने के लिए देश भर के विश्वकर्मा भाईयों को हज़ारों रुपिय दिये गए हज़ारों रुपिय दिये गए
2171260	2201260	इनको बैंक खातों से बहुत कम ब्याज पर लाखों रुपिय रुण दिया जा रहा है ताकि वे कच्चा माल खरीड पाए नई मशीने खरीड पाए इसके तहट अभी तक देश के लाखों विश्वकर्मा साथ्यों को करीब करीब 40,000 करोड रुपिय से अधिक इसकी मदद स्�
2201260	2231260	के विश्वकर्मा साथ्यों को इन योजनाओं से बहुत अधिक लाभ होने वाला है साथ्यों एंडिये की डबल इंजिन सरकार वंचीतों को वरियता देती हैं आप नक्सलवाद की समस्या को ही लीजिए इसने वंचीतों को दलीतों अधिपिश्णों को हिंसा के रास्ते पर
2231260	2249160	स्कूल, अस्पताल हर चीज से वंचीत रखा एंडिये बिहार को माववादी आतंग से मुक्त कर रही है साथ्यों एंडिये की डबल इंजिन सरकार सामाचिक सुरक्षा का दायरा भी निरद्दर बढ़ा रही है
2249160	2264980	बीमा हो, बड़ी हुई पेंशन हो, मुफ्त इलाज हो, मुफ्त अनाज हो, ये सब कोच ये आपका बेटा दे रहा है, एंडिये सरकार दे रही है
2264980	2278780	साथ क्यों आज बिहार में आउसतन हर महिने, ये आकड़ा भी बिहार के लोगों को याद रखना चाहिए
2278780	2290780	आज बिहार में आउसतन एवरेज हर महिने पंदरा हजार ते अधीक गरीबों के लिए पक्के घर बनते हैं
2290780	2301360	गाव टोले तक सड़के पहुँची है, बिजली पानी पहुँचा है, या नई गेस लाइन पहुँची है
2301360	2313560	बैनों की रसोई तक सस्ति गेत पहुँच रही है, हमारा प्रयास रही है कि आपके जीवन से चिंता कम हो, आपका जीवन आसान हो,
2313560	2332380	साथियों, अब बिहार रुकेगा नहीं, अब बिहार रुकेगा नहीं, इतना ही नहीं है, अब बिहार नई रफ्तार से आगे बढ़ेगा,
2332380	2350640	अब मत्दान के दिल, 6 नमेंबर के लिए, जादा समय नहीं है, आपको याद है, आपके हैं मत्दान किस तारिक को है,
2350640	2366620	मत्दान की तारिक कोन सी है, मत्दान की तारिक कोन सी है, मत्दान ले निन, अपना गाउं छोड़ करके कोई जाओगे नहीं न,
2366620	2370660	शादी भ्या हो तो भी नहीं जाओगे ना
2371080	2373460	कोई भी काम आपड़ा नहीं जाओगे ना
2374340	2376460	गाम में ही रहोगे ना
2376460	2379540	मददान करके ही रहोगे ना
2379540	2383080	गाउं के सब लोग से मददान करा के रहोगे ना
2383080	2385420	कप करना है मददान
2385420	2388380	कप करना है मददान
2388380	2390920	कप करना है मददान
2390920	2408620	देखिए अभी छड़ पुजा की बज़र से बाहर से जो साती गाव आये है उनसे भी जरा मेरा संदेश पहुँचा ना
2408620	2428360	जो लोग बाहर से छड़ पुजा मनाने के लिए अपने गाव आये है ना मेरा एक संदेश उनको पहुँचा ओगे उनको कहना कि मोधी जी ने आपको खास कहा है
2428360	2444840	कि अप छड़ पुजा के लिए आये हो परिवार के साथ सबको मिल रहे हो तो छे नवेंबर को अगर आपका यहाँ वोट है तो वोट दे करके ही जाना कह दोगे
2444840	2456440	लेकिन उनको यह भी कहना जाने की जल्दी मत करना छे नवेंबर को वोट दे करके भागना मत
2456440	2465240	उसके बाद जब NDA सरकार का शपत समार होगा ना उसमें भी आना है
2465240	2477840	क्योंकि यह इस बार का जो मुक्ह मंत्री का संपत मारो होने वाला ना
2477840	2487920	NDA के मुक्ह मंत्री का संपत समारो बहुत खात है क्योंकि यह संपत समारो सिरब मंत्रियों
2487920	2500100	मुख्यमंत्री मंत्रियों को बिठाने का सपत्मारों नहीं है ये शपत्मारों तो विख्षित बिहार बनाने का सिलान्याद है
2500100	2511620	ये चुनाव विकास के महान अभ्यान को गती देने वाला है
2511620	2521160	इसलिए इस महाय अग्यने में जो बहार से हां लोग आए उनका योगदान भी बहुत जरूरी है
2522360	2536040	भाई यो भेनो हम सब का काम है लोग तंत्र में हम सब की जिम्मेवारी है खुद तो वोट करें लेकिन औरों से भी वोट करवाए
2536040	2544740	जादा से जादा मतदान होना चाहिए सुबह सुबह मतदान केंदरों पर पहुंचना चाहिए
2544740	2561120	और भाजपा के, जेडियू के, लोजपा के, हम पार्टी के, RLSP पार्टी के, जिस भी पार्टी के उम्मीदवार हमारे हाँ से आप क्या हो
2561120	2566560	उन सब को भारी बहुमत से विजयी बनाना है
2566560	2581480	मैं मेरे उम्मीदवार से चुनाव लड़ रहे हैं, उन से आगरे करूँगा जर आगया जाए
2581480	2585860	जो उम्मीदवार से चुनाव लड़ रहे हैं वा आगया जाए
2585860	2598100	आप सब इतनी बड़ी संख्या में मेरे इन सांथियों को आशिरवाद देने आए हैं
2598100	2606800	आप मेरे इन सांथियों की जितनी ताकत बढ़ाओगे इतनी मोदी नितिश की ताकत बढ़ेगी
2606800	2623460	आपको बोट दे करके ताकत देनी है आपके आशिरवाद देने है
2623460	2632060	मेरे साथ बोलिए भारत माता की भारत माता की भारत माता की
2632060	2638200	मैं अभी इन दोकों की बीच में जाओंगा हमारे रुडी जी भी रहेंगे
2638200	2647440	हमारे चिराग जी भी रहेंगे और हम एक फोटो इन सारे उम्मिदवारों के साथ कराएंगे
2647440	2654440	लेकिन आप से मेरी अपेक्षा है आपके आशिरवाद मजबूती के साथ मिले
2654440	2659940	एक एक भोट इन लोगों को मिले बोले भारत माता की
2659940	2687340	नवजवानों का उत्सा तो देखते ही बनता है
2687340	2695440	नवजवानों का उत्सा तो देखते ही बनता है
2695440	2702340	आया है युगूत खान का बिहार के मेरे भाई बेनों
2702340	2717340	और खिस्खास करके बिहार के मेरे नवजवानों मैं आज आपको एक गारंटी देता हूँ
2717340	2739340	आपका सपना ही आपका सपना ही मेरा संकल्प है
2739340	2757340	नरेंद्र और नितीश्ट आपके सपनों को पुरा करने में जुटे हैं
