start	end	text
400400	411400	सारे चार लाक नीज़े चिक्षिकों को राजकिय कर्मी का दरजा दिया और वही लोग बीश में बोलते थे कि कहां से देगा नौकरी
411400	425400	उनी के हाथों हम लोग ने नित्ति पत्र बटवाने का काम किया बिना प्रिपर लीख के इम अंदारी से हर जात हर धर्म के लोगों को तेज़ेश्वी ने 5 लाक लोगों को नौकरी दिया
425400	444360	और यह आपके हम वादा करके जा रहे हैं और इस प्रांग को प्रांग निचावर करके भी पूरा करना पड़े तो तीज़श्वी करेगा जिस गर्में सरकारी नौकरी नौकरी तीज़श्वी देगा जितने जीविका दीदें हैं
444360	454500	सियम है उन सब को स्थाई तेज़श्वी करेगा सरकार बुनने के बाद और तीस हजार रुपया मान देव करने का काम करेगा
454500	466860	जितने आप देखेगा सन्विदा कर्मी है और सोर्सिंग वाले हैं सब को जो है पक्ता किया जाएगा निमेत रूप से
466860	476680	हम लोग माई बेन मान योजना लाएंगे तीस हजार रुपया साल का माताएं बेनों के खाते में डारक जाएगा
476680	485760	पांच साल का देड़ लाग ये मदद होगा आर्थिक ने होगा माताएं बेनों को महेंगाई से लगने के लिए सायोग होगा
485760	501080	यानि महिना का धाई हजार और यहीं देख करके इस सरकार दस हजार कर इश्वत दे रही है कि वसूलेगा ये सरकार वसूलेगा बीस साल से याद नहीं आ रहा रहा इंको
501080	518540	अरी उद्हार है ऊद्हार भ्याज लगेगा फिर वांपस लेका लेकिन हम लोग आई'ंग तो आप से वांपस नेंगे आपको सायोग करेंगे ये पुड़ा कान क्या जाएगा
518540	523600	जहाएगर पांच रूपया कर दिया जाएगा 150 रूपया कर दिया जाएगा
523600	549400	कि होगा कि निए इंट कर्ची सरकार है टेजवी में का विजली 200 उनिट日本 देंगे तो यह सरकार के थियुए साल सुओ परीमे।
549400	563320	सरकार के चुनाओ को देखते हुए बीस साल में चार्सों से एक रुपया भी बनाया है जब तेजश्वी बोला तो यहां अनफारन में चुनाओ देखकर के सरकार नकलो की तो 1100-1100 कर देते
563320	578980	करना चाहे था कि नहीं करना चाहे था और देखिए सरकार बनेगी चाहे अपना हो या पराया जो अपरादी अगर गलत काम करेगा उसको सलाकों के पिछे तेजश्वी बिजवाने का काम करेगा
578980	608980	कराप्शन और कम्मनलिजम से तेजश्वी कॉंप्रमाइज नहीं करेगा तेजश्वी की परचाहे भी गलत काम करेगी तो उसको भी सजा हम लोग बिलाने का काम करेंगे तो आप लोगों को साथ मिलेगा कि लिए मिलागा इब जोर से हाथ उठाकर मतें मिलेगा ना अब पि
608980	638980	में धांदली हो गया था वोट की चोरी तो हुई साथ ही साथ सीट की भी चोरी हो गई लेकिन इस बार मुस्तेद रहना है यह भाजबा के लोग हिंदू मुस्लिम करेंगे यह मोदी जी फाक्ट्री लगवाएंगा गुजरात में अब विक्ट्री चाहिए भी हर में होने वाला
638980	668980	केवल ठांगने का काम किया लेकिन तेजश्वी टूटी फूटी जूटी बाते नहीं बोलता है तेजश्वी के उम्र कच्ची है पर तेजश्वी के जुबान पक्की है और हम सब लोग मिल करके एक नया बिहार बनाएंगे पढ़ाई दवाई कमाई सिचाई सुनवाई और क
668980	687420	है एसा बिहार बनाना करे कि बिहारियों को बाहर ना जाना पर पराय कमाई सिचाई के लीए कि तर बेबीटा बाहर चला जाता है किसी का पतीं चला जाता है बाहर साथ कि नहीं रएप आपि कितना मुश्किल होता है
687420	708640	एक मौका तेज़श्वी को दिजी अगले छाट तक किसी को दाहर जाने की जरूरत नहीं पड़ेगी सब भीहार में रहेंगे भीहार तरक्की करेगा एक बार सब लोग साथ बोलेगा यूवा हम बोलेगे यूवा हम बोलेगे यूवा यूवा की सरकार
708640	729740	यूवा की सरकार सक्रों की जलता जिंदाबाद आम लोग बिहारी हैं कोई बाहरी नहीं आएगा बिहार को चलाना बिहार का लाली बिहार को चलाएगा
729740	759740	यह लोग रिमोट कंट्रोल से चलाना चाहते हैं हमारे चाचा की तो उस्तिती रही दिए उम्र हो गई है हम पुरी सन्वेदला आसान भूती है उनके प्रती कि उनको केवल आब मुखोटा बना दिया गया है केवल मुखोटा तो आप सब लोगों का प्यार मिले आर्शिरव
759740	780740	कि एक एक वोट दे करके इन सब को जिताएं और अपनी सरकार बनाईएं और सरकार अभी दो तीन लोग चला रहा है लेकिन जब तेजश्वी आप लोगे क्या सिर्वात से सीम बनेगा तो सब को 14 करोर बिहार वास्वी को सीम बनाएगा यानि चिंता मुत कर देगा
780740	806420	और आप लोगों को सीम बनना है चेंज मेकर बनना है तो बदलिये सरकार को लाइए नहीं सरकार बहुत बहुत धनवाब जैन जैविया अब मैं लफरत के बजार छो हजार किलोमेटर पैदल चाने में रहों गए
810740	839740	कि जिश्वी यादव जी मुकेश सानी जी आइपी गुपता जी केसी वेनुगोपाल जी अकिलेश प्रसाद जी सुरेश चंचल जी राजा राम जी और गटबंदन के वरिश नेता भाईं और मेहनों आप सबका यहां बहुत-बहुत स्वागत नमस्कात
839740	854740	बारिश में आप यहां खड़े हैं दूर दूर से आये हैं इसके लिए आपका मैं दिल से धन्यवाद करता हूं आपका मूट कैसा है
854740	865740	मूट कैसा आपका हिंदुस्तान में जिस भी प्रदेश में जाता हूं
865740	877740	मैं हिंदुस्तान के हर डिस्ट्रिक में गया हूं जहां भी मैं जाता हूं वहां बिहार के युवा मुझे मिलते हैं
877740	897740	मैं आप से सवाल पूछना चाहता हूं आपने दिल्ली बनाई आपकी महनत में बैंगलार की सरके बनाई गुजरात में आपने काम किया अपना खून पसीना दिया
897740	916740	मुंबाई को आपने अपनी मदद दी हिंदुस्तान के शेहरों को छोड़ो दुबाई आपकी देहनत से बनाए तो अगर आप
916740	929640	अलग अलग प्रदेशों की मदद कर सकते हो कि शेहरों को बना सकते हो तो फिर बिहार में आप ये काम क्यों नहीं कर पारे हूं
932140	941240	कुछ दिन पहले कि बिहार के पंद्रा युगाओं से में मिला कि दो तीन घंटे बात चीट की
941240	953000	बात क्या थी सारे के सारे कह रहे थे कि हमें बिहार में कुछ नहीं मिल सकता है
953000	961000	हमें बिहार में रोजगा नहीं मिल सकता बिहार में बिहारियों का कोई भविशे नहीं है
961000	965060	ये हैं आपकी सच्चाई
965060	969120	यहाँ पे 20 साल से
969120	975460	20 साल से नितीज जी सरकार चला रहे हैं
975460	979500	अपने आपको आती पिछवा कहते हैं
979500	982240	मैं आपसे पूछता चाहता हूँ
982240	985200	बिहार में शिक्षा के लिए
985200	987560	स्वास्त के लिए
987560	989920	रोजगार के लिए
989920	993120	पिछले 20 सालों में इन्होंने क्या किया है
993120	993900	मुल्या बता दीजिए
993900	998960	कि आप ऐसा प्रदेश चाहते हो
998960	1002420	जहां आपको कुछ ना मिले
1002420	1004900	अदानी जी को
1004900	1007520	एक दो रुपे में जबीन दी जाए
1007520	1010420	और आपको रोजगार ना मिले
1010420	1013900	ऐसा बिहार हमें नहीं चाहिए
1013900	1018000	हमें वो बिहार चाहिए
1018000	1021600	जिसमें स्वास्त
1021600	1024300	शिक्षा
1024300	1026900	रोजगार हो
1026900	1030980	बिहारियों को बविश्य दिखाई दे
1030980	1035560	और जैसे आज आप दूसरे प्रदेशों में चाहते हो
1035560	1038360	वैसे ही दूसरे प्रदेश से लोग आए
1038360	1041680	और बिहार में आकर काम करना चाहें
1041680	1042980	ऐसा बिहार हम चाहते हैं
1045980	1051280	इसी लिए
1051280	1059280	महागडबन महागडबन हमारे नेता तेजेश्वी जी स्यानी जी
1059280	1065280	कॉंग्रेस पार्टी के नेता एक साथ खड़े हैं
1065280	1072280	क्यूंकि हम एक बार फिर बिहार को सबसे आगे ले जाना चाहते हैं
1072280	1086280	कि फॉर्ट चोरी के खिलाफ हमने यहां यात्रा की बिस दिन
1086280	1095280	कि बिहार में हम आए शेहरों में गाव गाव में हम घुमें एक साथ
1095280	1114280	को और आपकी उरजा देखने को मिली आपकी पजियप ना मैंप सबसे आगे प्रदेश सबसे आगे
1114280	1117880	जाता है और फ्रदेश सबसे सबसे आगे जाना पड़ेगा है
1122580	1123180	कि है अगर है
1125280	1143760	नितीज जी तेजेश्वी जी ने कहा नितीज जी का चेहरा का प्रयोग हो रहा है रिमोट कंट्रोल पीजेश्वी के हाथ में है आप यह मत सोचिए
1143760	1168780	कि अतीज पिछडों का अतीज पिछडों की आवाज उधर सुनाई देती है तीन चार लोग कंट्रोल करते हैं बीजेपी कंट्रोल करती है उनके हाथ में रिमोट कंट्रोलर है और उनको समाजिक नियाए से कोई लेना देना नहीं है
1168780	1182880	कि मैंने प्रदान मंत्री के सामने कहा लोकसवाय में कि जाती जन्गर्ना आप करवाईए एक शब नहीं बोले
1182880	1186840	आप जहां भी देखो
1186840	1196920	शिक्षा के सिस्टम में देखो स्वास के सिस्टम में देखो बिरोक्रिसी में देखो
1196920	1200720	जजिस की लिस्ट निकाल के देखो
1200720	1208640	नरेंद्र बोदी जी बीजेपी समाजिक नियाए के खिलाफ है वो नहीं चाहते
1208640	1214440	और मैंने उनसे कहा कि नेखिए
1214440	1218240	जाती जंडर्ना होने वाला है
1218240	1223240	चाहे आपको अच्छा लगे नहीं लगा जाती जाती जंडर्ना होगा
1223240	1225840	सब को पता लगेगा किसकी कितनी अवादी है
1225840	1232360	यहां पे
1232360	1238960	स्टूडेंट्स पढ़ाई करते हैं
1238960	1241960	मेहनत करते हैं
1241960	1245960	लाकों रुपे लगाते हैं
1245960	1247400	ट्यूशन होता है
1247400	1250960	प्राइवेट कॉलिजेज यूनिवर्सिटीज हैं
1250960	1253600	बिना पैसे यहां पे शिक्षा नहीं मिल सकती
1253600	1257680	मगर जितनी भी पढ़ाई वो कर ले
1257680	1261260	अंत में पेपर लीक होता है
1261260	1263560	होता है नहीं होता है
1263560	1265540	अंत में
1265540	1268140	चुन हुए लोगों को
1268140	1270280	exam से
1270280	1272480	एक दो दिन पहले
1272480	1275440	exam का पेपर मिल जाता है
1275440	1279420	आप किसी भी state में पूछ लीजे
1279420	1282780	बिहार के शिक्षा के शिस्टम के बारे में पूछ लीजे
1282780	1283720	वो आपको बताएंगे
1283720	1286520	बिहार में तो पेपर लीक होता है
1286520	1289140	बिहार में सही शिक्षा नहीं मिल सकती
1289140	1291480	बिहार में हस्पताल नहीं मिल सकता
1291480	1292000	आप जाएए
1292000	1294920	All India Medical Institute के नीचे एक flyover है
1294920	1296480	के पास में flyover है
1296480	1298140	उसके नीचे जाएए
1298140	1300340	वहाँ पे आपको बिहार के लोग दिख जाएगे
1300340	1303040	रात में
1303040	1305660	थंड में वहाँ पे वह सोते हैं
1305660	1306260	मैं क्या
1306260	1307880	मैंने पूचा यहां क्यूं हो
1307880	1309940	कहते बिहार में इलाज नहीं हो सकता
1309940	1312240	अगर बिहार में
1312240	1314260	इलाज करवाना है तो नहीं हो सकता
1314260	1315900	दिल्ली में होगा
1315900	1317500	सुनाटक में होगा
1317500	1319880	दलंगाना में होगा बिहार में नहीं हो सकता
1319880	1336380	यह हम बदलना चाहते हैं हम चाहते हैं कि बिहार का युवा जैसे आपने देखा होगा आपकी शर्ट के पीछे
1336380	1354960	तो उनके पीछे क्या लिख्का बताओ मेड इन चाइना सही नरेंद्र मोधी जी ने हिंदुस्तान के जो चोटे बिसनस वाले हैं चोटे उध्योगे उन सब को खतम कर दिया नोट बंदी और जी एस्टी लागू करके
1354960	1369300	जहां भी आठेको मेड इन चाइन हैं हमारा क्याना आए डाँ कि मेड इन चाइन नहीं मेड इन बिहार होना चाहिए उस फोन के पीछे
1369300	1390420	कि फोन के पीछे मेड इन चाइन नहीं मेड इन बिहार और फोन कहां बने बिहार में शर्ट पैंट फोन कैमरा
1390420	1403800	कि सारे के सारे मेड इन बिहार और बिहार के युवांटों फैक्ट्रीों में रोज़गार मिलें ऐसा विखार हम चाते आपका
1403800	1404880	आपकी हिस्ट्रीय है
1404880	1410320	कुंसे थे सबसे पहतर शिक्षा
1410320	1418720	सबसे बैतर दुनिया में सबसे बैतर शिक्षा नलंगा युनिवर्सिटी बिहार में मिलती थी
1418720	1424640	बिहार में टूरिजम का unlimited potential है
1424640	1429520	पूरी दुनिया को
1429520	1436100	पूरी दुनिया से लोग बिहार में टूरिजम के लिए आ सकते है
1436100	1448580	मदन नहीं ना टूरिजम को बढ़ाया दिया जाएगा ना किसानों की मदद की जाएगी ना मजदूरों को
1448580	1458420	protection दिया जाएगा सिरफ पाच-दस अरफ पतियों को फाइदा मिलेगा अधानी जी को अमभानी जी को जो भी चाहिए
1458420	1477420	वो उनको दे देते हैं दो हिंदुस्तान बन रहे हैं एक हिंदुस्तान आपका गरीबों का हम सब का और दूसरा हिंदुस्तान अरफ पतियों का अमभानी अधानी जैसे लोगों का
1477420	1493920	आप देखिए कुछ दिन पहले मैंने टीवी पे देखा एक तरफ यमुना फोटो देखी आपने वो देखी एक तरफ यमुना गद्णा पानी
1496760	1503520	उसको अगर कोई पी ले या उसमें घुश जाए बिमारी हो जाए दूसरी तरफ
1503520	1514720	14 साम मोदी जी के लिए डलाब दूर दूर से पाइप से पानी आता है
1517820	1523760	नो एक हिंदुस्तान मोदी जी वाला हिंदुस्तान है अगर मोदी जी को ड्रावा करना है
1526380	1528100	होट पूजा रावा करना है
1528100	1545500	तो पानी आ जाएगा, विडियो कैमरा आ जाएंगे, साफ पानी और उसी के दस गस दूर हिंदुस्तान की सच्चाई
1545500	1560800	एक तरफ नाटक, अम्भानी अदानी का हिंदुस्तान, नरेंग्र मोदी का ड्रामा, और दूसरी तरफ हिंदुस्तान की सच्चाई गंदा पानी, बीमारी,
1565300	1573160	टीवी पर आया, टीवी पर पाइप दिखिया, कि भईया नरेंग्र मोदी जी नहाने आएंगे,
1575500	1591920	बाकि हिंदुस्तान गंदे पानी में आयजा, नरेंग्र मोदी जी के लिए, साफ पानी आएगा पाइप में, तला बना जायएगा, मोदी जी ड्रामा करेंगे, यह पूरे हिंदुस्तान ने देखा है, पूरे हिंदुस्तान ने देखा, और जैसे लोगों को वा
1591920	1598100	पूरे हिंदुस्तान ने रखा और जैसे लोगों को वा पाइप दिख्या ने रहने मोधी कहते हैं मैं तो नहीं जाओंगा
1603320	1616040	कि यह सच्चाई कि चमकता हुआ हिंदुस्तान कि टीवी पे विडियो पे मोधी जी कहते है कि बिहार के युगाहों से कहते है
1616040	1632840	कि हमने आपको कम काम में डेटा दे दिया आपने कम डाम में डेटा दे दिया मगर डेटा की कमपनी किसको दी
1632840	1643200	पैसा कौन बना रहा है बिहार का युगाह नहीं बना रहा है जीयो का मालिक बना रहा है
1643200	1651160	फ़ाइदा तो आपने उसको दिया और बिहार के युगाह के सामने आकर आप जुट बोल रहे हो
1651160	1661600	कि हमने आपको डेटा दिया नहीं आप ने डेटा नहीं दिया आपने अमभानी जी को हिंदुस्तान का स्पेक्ट्रं दिया जीयो की
1661600	1674640	कमपनी के लिए आप ने सब कुछ किया आप हो क्यों नहीं बोलते हो आप हो क्यों नहीं बोलते हैं कि मुंबाइ में लाखों
1674640	1680940	करों रुपए की जमीन गारावी की जमीन कि जितने बिहार के लोग रहते हैं
1682980	1692620	कि छोतों व्याद करते हैं वह जमीन मैंने अधानी को दी अब यह क्यों नहीं कहते कि एक रुपय के लिए
1692620	1696380	इसे ऐादी को जमीन दी बिहार में
1696380	1699740	कैसी थी
1699740	1701780	किस से जीन कर दी
1701780	1704880	बिहार के किसान से जीन कर दी
1704880	1707880	अब ये क्यों नहीं कहते
1707880	1711220	कि राउल गाती जमीन अधिकरंबिल भल आया था
1712040	1714440	कांग्र्स पाति जमीन अधिकरंबिल भल भल लाई थी
1714440	1717940	किसानों की जमीन की रख्षा के लिए लाय थे
1717940	1721720	और नरेंगर मुदी जी ने उस बिल को खतम किया
1721720	1724420	यह क्यों नहीं कहते अब यह क्यों नहीं कहते
1724420	1728380	कि जो बिहार में एंटर्प्रेनरियो स्पिरिक है
1729040	1733160	जो युवार चोटा-चोटा बिजनस चलना चाहते है
1733160	1745620	जो अपने चोटा बिजनस बिजनस का सपना देखते हैं उस सपने को आपने नोद बंदी से और गलत GST लागू करके आपने उस सपने की हत्या की ये क्यों नहीं कहते हैं
1745620	1768480	ड्रामा बना रखका है एक परफ यमुना उसको यमुना जी कहते हैं मोटी जी कहते है ड्रामा कर रहे हैं कि भईया देखो मैं यमुना जी में नहाया हूँ
1768480	1778040	वह पर कोई यमुना जी नहीं है वह पर कलाँ है कि नरेंद्र मुदी जी अपने स्विमिंग फूल में ळाने
1778040	1791340	गा一 हूँ उनको यमुना से कुछ लेना देना नहीं उनको छत मूचा से कुछ दो कर देंगे उनने सिरफ आप का मौट चाहिए कि अगर आप तो घृंब
1791340	1811340	प्रवाइब जिए आप एसा घ्रामा करो वोट के लिए वो कर देंगे जो भी करवाना है करवालो मैं पर उनको को हो कि देखो भाईया हम आपको वोट देंगे आप स्टेज पर आके ना चलो ना चले कि आप को शिच करो
1811340	1823120	मोदी जी आई है स्टेज पर आाई बाशन मत दीए डांस कर दीजे हम आपको वोट देंगे देखना कर देंगे जोबी करवाना है चुनाव से पहले
1824400	1836360	चुनाव के बाद नरेंद्र मोधी में दिखाई देंगे चुनाव के बाद नरेंद्र मोधी जी अंबानी जी की
1836360	1845820	कि वालों के साथ दिखाई देंगे किसानों के साथ मजदूरों के साथ नहीं दिखाई देंगे
1848820	1859120	कि इसी लिए कि वह आपकी वोट चोड़ी में लगे हुए कि वह चाहते हैं यह भी भी खतन कर दो
1859120	1861520	election वाली बिमारी
1861520	1863880	मैं आपको
1863880	1865660	बता रहा हूँ
1865660	1866680	महराश्ता में
1866680	1869320	इन्होंने चुनाव चौरी किया है
1869320	1871880	हर्याना में
1871880	1875920	इन्होंने चुनाव चौरी किया है
1875920	1877660	और ये भिहार
1877660	1879100	में पूरी कोशिस करेंगे
1879100	1880060	मैं बता रहा हूँ आपको
1880060	1882700	पूरी कोशिस करेंगे
1882700	1889440	कि बिहार में बिहार की आवाज की सरकार ना बने। यह लगे हुए हैं,
1889440	1894060	एसा आवार के यही मतलब है, तो आपको पूरा दम लगाकर,
1895040	1901520	बिहार के युवाँ को पूरा दम लगाकर, हर वियक्ति को बाहर निकल कर भोड डालना है महागरबन ने की।
1901520	1912800	हैं और हमारी गैरंटी है महां करणादन की गैरंटी है और मैं आप से कह रहा हूं
1912800	1924860	कि मैं जुटनी बोलता हूं कि हर वर्ग की हर जात की हर धर्ण की सरकार बिहार में हम
1924860	1951620	किसी को नहीं पीछे चोड़ेंगे कि चाहिए वो एबीसी हो कि ओपीसी हो गलित हो माइनोरिटी हो जेनरल कास्ट हो जो भी है हिंदुस्तानी है और हर एक व्यक्ति की सरकार बिहार में बनेगी यह मेरी गैरंटी है महागडबंदन की क्यारिंटी
1954860	1972860	कि शिक्षा पर हमारी फोकस होगी हमारा फोकस होगा और हमारी कोशिश होगी कि पांच साल के अंदर हिंदुस्तान की सबसे अच्छी युनिवर्सिटी आपको बिहार में मिलेगी जैसा पहले होता था
1972860	2002860	कि हमारी सरकार थी यूपीय की सरकार थी तो हमने कोशिश की थी नलंदा युनिवर्सिटी जो थी पहले वह इंटरनेशनल युनिवर्सिटी थी पहता नहीं आपको मालूम है यह नहीं मालूम पूरी दुनिया
2002860	2021840	से आते थे कोरिया से आते थे रिए कि यूरप से आते थे नलंदा युनिवर्सिटी में पढ़ाई करने है कि एक प्रकार का वह पूल था जो जोड़ने की सिस्टम था और नहीं कहां था बिहार में था
2021840	2028340	अब हमारी कोशिश थी जब हमारी सरकार थी मनमोंचिंग जी की सरकार थी
2031280	2039600	हमने फिर से वह नलंदा बनाने की कोशिश की जो कि बिहार को हम सिर्फ हिंदुस्तान से ना जोड़े
2039600	2063360	बिहार को हम पुरी दुनिया से जोड़े आप जुड़े हो आपके लोग तुबाई में हैं मुनिश्यस में हैं फीजी में हैं सेशल्ज में हैं अमरिका में है आप लोग हो
2063360	2081900	उसको बस सही तरीके से जोड़ना है बिहार को हिंदुस्तान का सेंटर नहीं बनाना इन पर फिर बिहार को दुनिया बसेंटर बनाना आप लगेगा आप लगेगा
2093360	2111360	अजय आपने पुरी दुनिया को रास्ता दिखाय है यह अंजी यह पूरिस्टम का सेंटर हुआ करता था
2111360	2124800	चाहिना को जापन को को पूरिया को उनका घरब कहासे आया कहासे आयाई आते
2124800	2131060	क्यों है यहां चाहिना से लोग पूर्डीय से लोग यंद्बोनिया से लोग क्यों आते हैं
2131060	2147620	कि आपने इनको इनका धर्म लिया आप समझे आपने कितना ग्यान है मैंने देखा अपने आखों से
2147620	2163760	आप फंदरा वीजन में ग्यार यहां पर इतनी समझ है इस बागी किसी प्रोडेशन में राजनेती को आप राजनेती को आप सकंग में समझ लेती हो
2163760	2171820	एक सकन्ट में आप प्रूस्य का बूस पानी के पाली कर दें एक दूस बिए प्रत्व सकन्ट लगता है।
2172720	2175820	तुम्हें आप से बैराओं की भी आओं सचाय पहिछालो।
2176260	2180960	आपके सामने सचाय कौन दोड़रा है प्रामा कौन कर रहा है ये पहचालो।
2180960	2201600	आपके सामने साफ पानी में तलाब बनाकर नहारे आप सब आए जिल से आपको धर्यवाद करना चाहता हूँ और आपसे कहना चाहता हूँ
2201600	2219920	मारी करना चाहता हूँ नहां, यह जो सब्ता ही अचक तक, में जो है कि आपको लेली, विजियद को अख्राँ की आख संभीद shining करते है।
2219920	2235080	आख समय नारे जब वन्ह चोड़ करते एं किसी संप्राश्त करते हैं जब सबस्राइब करते हैं
2235080	2252160	जब ये वाइस चंसलर को और एसेस के रादने के हाथ में दे दे तो ये समयदान पर आप्रवर करें तो मैं आपको बता रहा हूँ समयदान को समयदान की हम रक्षा करेंगे और इसको कोई नई खतम कर सकता
2252160	2282160	आज इस चुनावी सभा में मंच पर उपस्तित हमारे अधर्निये रहूल गांदी जी बिहार के अगले मुखमंत्री हमारे छोटे भाई तिजशी परसाधी आदब जी और यहाँ पे हमारे सभी महाकरवंदन के नेता गन और यहाँ पे हमारे जितर मजप्प पूर्जिले के स�
2282160	2312160	हमें पता है कि आप लोग बदलाओं के लिए यहाँ पूपस्तित हैं आप सब निश्ची तोर पे हमारे गठवंदन के लिए मजगुती से काम कर रहे हैं तो अब बारिस का समय है मैं चाहूंगा कि हमारे अधर्निये राहूल गांदी जी तेजशी जी आपके अपने बीच म
2312160	2322160	में तैदिल से धन्यबाद देता हूं और पार्टी कैडर मजगुती से हमारे सभी गठवंदन को जाद उमीद्वार को जीताएंगे अब भिहार में हम लोग सरकार बनाएंगे बहुत-बहुत धन्यबाद
2322160	2348160	अब मैं भिहार के भावी मुख मंत्री आजर्निये तेजस्वी आदव जी से अगरत करेंगे की सभा को समधित करें तेजस्वी आदव जी इस चुनावी जंसभा में मांच पर उपस्तेत आदर ने राहूल गांदी जी
2348160	2378160	भाई मुके सहनी जी आईपी गुपता जी राजा राम सहाब जी और सीपी आई सीपीम के हमारे नेता महागरबंदन के सभी हमारे पदनिकारी कारिकर्टा नेटा गयन और सक्रा से आईवे सभी बुज़ूर्ग अभिवावकों को तेजश्वी यही पैर शुकर के यही से प
